Question,Answer,Options,Correct
a batsman in his 12 th innings makes a score of 80 and thereby increases his average by 3 runs . what is his average after the 12 th innings if he had never been ‘ not out ’ ?,47,"a ) 42 , b ) 43 , c ) 44 , d ) 45 , e ) 47",e
the h . c . f . of two numbers is 63 and the other two factors of their l . c . m . are 11 and 17 . the larger of the two numbers is :,1071,"a ) 3421 , b ) 2132 , c ) 1111 , d ) 4323 , e ) 1071",e
a rectangular swimming pool is 10 feet by 12 feet . a deck that has uniform width surrounds the pool . the total area of the pool and deck is 360 square feet . what is the width of the deck ?,4,"a ) 7 , b ) 2 , c ) 3 , d ) 4 , e ) 6",d
"a copy machine , working at a constant rate , makes 25 copies per minute . a second copy machine , working at a constant rate , makes 55 copies per minute . working together at their respective rates , how many copies do the two machines make in half an hour ?",2,"a ) 90 , b ) 2,400 , c ) 4,500 , d ) 5,400 , e ) 324,000",b
"solve the given equation 9 ^ y = 3 ^ 12 , what is y ?",6,"a ) 1 , b ) 3 , c ) 4 , d ) 5 , e ) 6",e
the dimensions of a room are 25 feet * 15 feet * 12 feet . what is the cost of white washing the four walls of the room at rs . 5 per square feet if there is one door of dimensions 6 feet * 3 feet and three windows of dimensions 4 feet * 3 feet each ?,4530,"a ) 2277 , b ) 2977 , c ) 2677 , d ) 4530 , e ) 1971",d
"a , b and c started a partnership business by investing rs . 30000 , rs . 45000 , rs . 50000 respectively . at the end of the year , the profit were distributed among them . if c ' s share of profit is 36000 , what is the total profit ?",90000,"a ) 70000 , b ) 60000 , c ) 80000 , d ) 90000 , e ) 50000",d
if the number is decreased by 5 and divided by 7 the result is 7 . what would be the result if 4 is subtracted and divided by 10 ?,5,"a ) 4 , b ) 7 , c ) 8 , d ) 5 , e ) 3",d
"integer m has 4 different prime factors and n has 3 different prime factors . if m and n has the greatest common factor of 15 , how many different prime factors does mn have ?",5,"a ) 4 , b ) 5 , c ) 6 , d ) 7 , e ) 8",b
"if x ^ 2 + ( 1 / x ^ 2 ) = 5 , x ^ 4 + ( 1 / x ^ 4 ) = ?",23,"a ) 23 , b ) 11 , c ) 12 , d ) 14 , e ) 15",a
"in arun ' s opinion , his weight is greater than 62 kg but leas than 72 kg . his brother does not agree with arun and he thinks that arun ' s weight is greater than 60 kg but less than 70 kg . his mother ' s view is that his weight can not be greater than 65 kg . if all of them are correct in their estimation , what is the average of diferent probable weights of arun ?",63.5,"a ) 86.5 kg , b ) 63.5 kg , c ) 46.5 kg , d ) 26.5 kg , e ) 16.5 kg",b
"x and y are two towns . ganesh covers the distance from x to y at an average speed of 60 km / hr . however , he covers the distance from y to x at an average speed of 36 km / hr . his average speed during the whole journey in km / hr . is :",45,"a ) 45 , b ) 43 , c ) 40 , d ) 38 , e ) 29",a
two cylinders are of the same height . their radii are in the ratio 1 : 3 . if the volume of the first cylinder is 40 cc . find the volume of the second cylinder ?,360,"['a ) 360 cc', 'b ) 60 cc', 'c ) 300 cc', 'd ) 36 cc', 'e ) 39 cc']",a
"a grocer has a sale of rs . 2500 , rs . 4000 , rs . 3540 for 3 consecutive months . how much sale must he have in the fourth month so that he gets an average sale of rs . 2890 ?",1520,"a ) rs . 3500 , b ) rs . 1520 , c ) rs . 4996 , d ) rs . 4000 , e ) rs . 900",b
"if 3 ^ x * 4 ^ y = 4 , 782,969 and x – y = 14 , then x = ?",14,"a ) 10 , b ) 11 , c ) 12 , d ) 13 , e ) 14",e
"if x , y , and z are positive real numbers such that x + y - z = 100 , y - z + x = 120 , and z - x + y = 50 , then find the x + y + z value ?",120,"a ) 100 , b ) 120 , c ) 150 , d ) 200 , e ) 160",b
the volume of a cube is 3375 cc . find its surface .,1350,"a ) 1350 , b ) 1150 , c ) 1456 , d ) 1254 , e ) 1489",a
( 0.76 ) ( power 3 ) - ( 0.1 ) ( power 3 ) / ( 0.76 ) ( power 2 ) + 0.076 + ( 0.1 ) ( power 2 ) is :,0.66,"a ) 0.66 , b ) 0.68 , c ) 0.96 , d ) 0.69 , e ) 0.76",a
one - third of 1206 is what percent of 134 ?,300,"a ) 3 , b ) 30 , c ) 300 , d ) none of these , e ) can not be determined",c
"the digit sum of the year 2007 is 2 + 0 + 0 + 7 = 9 , which is a square number . how many years during the 20 - first century have a square digital sum ?",16,"a ) 13 , b ) 14 , c ) 15 , d ) 16 , e ) 17",d
"a certain automobile company ’ s best - selling model is the speedster . the speedster , like all of their other models , comes in coupe and convertible styles . 2 / 3 of the current inventory is speedsters , of which 4 / 5 are convertibles . if there are 40 vehicles that are not speedsters , how many speedster convertibles are there ?",64,"a ) 30 , b ) 64 , c ) 60 , d ) 70 , e ) 90",b
"earl can stuff advertising circulars into envelopes at the rate of 36 envelopes per minutes and ellen requires a minutes and half to stuff the same number of envelops . working together , how long will it take earl and ellen to stuff 180 envelopes",3,"a ) 6 minutes , b ) 5 minutes , c ) 7 minutes , d ) 3 minutes , e ) 4 minutes",d
"boy sells a book for rs . 810 he gets a loss of 10 % , to gain 10 % , what should be the sp ?",990,"a ) 430 , b ) 990 , c ) 550 , d ) 590 , e ) 600",b
"a discount electronics store normally sells all merchandise at a discount of 2 percent to 50 percent off the suggested retail price . if , during a special sale , an additional 20 percent were to be deducted from the discount price , what would be the lowest possible price of an item costing $ 100 before any discount ?",40.00,"a ) $ 100.00 , b ) $ 40.00 , c ) $ 50.00 , d ) $ 30.00 , e ) $ 10.00",b
how many pieces of 85 cm length can be cut from a rod of 34 meters long ?,40,"a ) 50 , b ) 40 , c ) 30 , d ) 20 , e ) 10",b
"if 525 / 999 = 0.525 , what is the 81 st digit to the right of the decimal point in the decimal equivalent of the fraction ?",5,"a ) - 1 , b ) 0 , c ) 3 , d ) 4 , e ) 5",e
"p and q invested in a business . the profit earned was divided in the ratio 4 : 5 . if p invested rs 52000 , the amount invested by q is",65000,"a ) 30000 , b ) 50000 , c ) 40000 , d ) 20000 , e ) 65000",e
the number 152 is equal to the sum of the cubes of two integers . what is the product of those integers ?,15,"a ) 8 , b ) 15 , c ) 21 , d ) 27 , e ) 39",b
a goods train runs at the speed of 72 km / hr and crosses a 280 m long platform in 26 sec . what is the length of the goods train ?,240,"a ) 240 , b ) 277 , c ) 276 , d ) 270 , e ) 281",a
"a rectangular farm has to be fenced one long side , one short side and the diagonal . if the cost of fencing is rs . 13 per meter . the area of farm is 1200 m 2 and the short side is 30 m long . how much would the job cost ?",1560,"a ) 1276 , b ) 1560 , c ) 2832 , d ) 1299 , e ) 1236",b
"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 50 sq . feet , how many feet of fencing will be required ?",25,"a ) 34 , b ) 40 , c ) 25 , d ) 88 , e ) 78",c
the average weight of 24 boys in a class is 50.25 kg and that of the remaining 8 boys is 45.15 kg . find the average weights of all the boys in the class .,48.975,"a ) 48.975 , b ) 42.255 , c ) 50 , d ) 51.255 , e ) 52.253",a
if ' y ' is a positive integer exactly divisible by 4 or 5 but not divisible by 8 . what could possibly be the value of ' y ' ?,20,"a ) 40 , b ) 80 , c ) 20 , d ) 24 , e ) 36",c
two goods trains each 625 m long are running in opposite directions on parallel tracks . their speeds are 45 km / hr and 30 km / hr respectively . find the time taken by the slower train to pass the driver of the faster one ?,60,"a ) 40 , b ) 45 , c ) 48 , d ) 60 , e ) 44",d
how many figures are required to number the pages the pages of a book containing 1000 pages ?,2893,"a ) 2793 , b ) 2333 , c ) 2993 , d ) 2893 , e ) 2693",d
the diagonal of a rhombus are 65 m and 60 m . its area is :,1950,"a ) 1940 , b ) 1950 , c ) 1960 , d ) 1990 , e ) 1980",b
a taxi company charges $ 1.40 for the first quarter of a mile and fifteen cents for each additional quarter of a mile . what is the maximum distance someone could travel with $ 4.90 ?,6,"a ) 4 miles , b ) 4 1 / 4 miles , c ) 4 3 / 4 miles , d ) 5 1 / 2 miles , e ) 6 miles",e
the difference between a number and its three - fifths is 50 . what is the number ?,125,"a ) 75 , b ) 100 , c ) 125 , d ) can not be determined , e ) none of these",c
"a and b finish the job in 15 days . while a , b and c can finish it in 10 days . c alone will finish the job in",30,"a ) 40 days , b ) 30 days , c ) 60 days , d ) 70 days , e ) 50 days",b
"the value of a scooter depreciates in such a way that its value of the end of each year is 3 / 4 of its value of the beginning of the same year . if the initial value of the scooter is rs . 40,000 , what is the value at the end of 1 year ?",30000,"a ) 3277 , b ) 2977 , c ) 30000 , d ) 6077 , e ) 17112",c
the greatest number by which the product of 3 consecutive multiples of 4 is always divisible is,384,"a ) 54 , b ) 76 , c ) 152 , d ) 384 , e ) none of these",d
"if both 5 ^ 2 and 3 ^ 3 are factors of n x ( 2 ^ 5 ) x ( 6 ^ 2 ) x ( 7 ^ 3 ) , what is the smallest possible positive value of n ? .",75,"a ) 25 , b ) 27 , c ) 45 , d ) 75 , e ) 125",d
"rajesh spends 40 % of his monthly salary on food , 20 % of the medicines and saves 60 % of the remaining amount . if his monthly salary is rs . 15000 , how much money does he save every month ?",4320,"a ) rs . 1000 , b ) rs . 2596 , c ) rs . 4320 , d ) rs . 6489 , e ) rs . 4789",c
"the average ( arithmetic mean ) of 14 , 32 , and 53 is 3 more than the average of 21 , 47 , and x . what is x ?",22,"a ) 20 , b ) 21 , c ) 22 , d ) 23 , e ) 24",c
how long does a train 165 meters long running at the rate of 36 kmph take to cross a bridge 660 meters in length ?,82.5,"a ) 33 , b ) 72 , c ) 55 , d ) 82.5 , e ) 62",d
"if √ 2 n = 64 , then the value of n is :",12,"a ) 6 , b ) 12 , c ) 24 , d ) 48 , e ) none",b
"a & b started a partnership business . a ' s investment was thrice the investment of b and the period of his investment was two times the period of investments of b . if b received rs 4500 as profit , what is their total profit ?",31500,"a ) 28000 , b ) 30000 , c ) 31500 , d ) 34000 , e ) none of these",c
4 + 4,1,"a ) 8 , b ) 2 , c ) 1 , d ) 5 , e ) 2",c
the total age of a and b is 20 years more than the total age of b and c . c is how many years younger than a . ?,20,"a ) 20 , b ) 12 , c ) 15 , d ) 16 , e ) 10",a
"if 6 cats can kill 6 rats in 6 minutes , how long will it take 100 cats to kill 100 rats ?",6,"a ) 1 minutes , b ) 2 minutes , c ) 3 minutes , d ) 4 minutes , e ) 6 minutes",e
"what is the smallest integer that is multiple of 5 , 7,20",140,"a ) 70 , b ) 35 , c ) 200 , d ) 280 , e ) 140",e
"in the xy - coordinate system , what is the slope of the line that goes through the point ( 7 , 3 ) and is equidistant from the two points p = ( 5 , 5 ) and q = ( 13 , 7 ) ?",1.5,"a ) 0.5 , b ) 0.75 , c ) 1.0 , d ) 1.25 , e ) 1.5",e
"3 friends a , b , c went for week end party to mcdonald ’ s restaurant and there they measure there weights in some order in 7 rounds . a , b , c , ab , bc , ac , abc . final round measure is 175 kg then find the average weight of all the 7 rounds ?",100,"a ) 100 kgs , b ) 88.5 kgs , c ) 86.5 kgs , d ) 67.5 kgs , e ) 88.2 kgs",a
a jogger running at 9 km / hr along side a railway track is 360 m ahead of the engine of a 90 m long train running at 63 km / hr in the same direction . in how much time will the train pass the jogger ?,30,"a ) 76 sec , b ) 67 sec , c ) 30 sec , d ) 36 sec , e ) 23 sec",c
"if price of t . v set is reduced by 18 % , then its sale increases by 72 % , find net effect on sale value",41,"a ) 41 , b ) 45 , c ) 46 , d ) 47 , e ) 48",a
"teas worth rs . 126 per kg and rs . 135 per kg are mixed with a third variety in the ratio 1 : 1 : 2 . if the mixture is worth rs 155 per kg , the price of the third variety per kg will be ?",177.50,"a ) rs . 147.50 , b ) rs . 785.50 , c ) rs . 177.50 , d ) rs . 258.50 , e ) none of these",c
solution for 4.75 + . 303 + . 432,5.485,"a ) 2.91 , b ) 5.911 , c ) 5.485 , d ) 5.986 , e ) 2.999",c
what number is 70 more than one - fourth of itself ?,93,"a ) 93 , b ) 225 , c ) 288 , d ) 324 , e ) 336",a
"2 / 3 rd of the boys and 3 / 4 th of the girls of a school participate in a function . if the no . of participating students is 550 , out of which 150 are girls , what is the total no . of students in the school ?",800,"a ) 500 , b ) 600 , c ) 800 , d ) 900 , e ) 1200",c
"length of a rectangular plot is 30 mtr more than its breadth . if the cost of fencin g the plot at 26.50 per meter is rs . 5300 , what is the length of the plot in mtr ?",65,"a ) 46 m , b ) 60 m , c ) 65 m , d ) 78 m , e ) 80 m",c
"a bus covered a distance of 250 km , partly at an average speed of 40 kmph and partly at 60 kmph . if the total time taken is 5 hours , then the distance covered at 40 kmph is",100,"a ) 130 km , b ) 120 km , c ) 100 km , d ) 140 km , e ) none of these",c
how many litres of pure acid are there in 5 litres of a 30 % solution,1.5,"a ) 1.5 , b ) 1.6 , c ) 1.7 , d ) 1.8 , e ) 1.9",a
in a college students can play cricket or basketball . 500 play cricket . 220 played both and 600 played basketball . what is the total strength of college ?,880,"a ) 800 , b ) 880 , c ) 920 , d ) 950 , e ) 980",b
"if an average hard drive had a capacity of 0.2 tb in 2000 , and average hard drive capacities double every 5 years , what will be the average hard drive capacity in 2050 ?",2048,"a ) 256 , b ) 5122 , c ) 768 , d ) 2048 , e ) 1536",d
"the cricket team of 11 members is 24 yrs old & the wicket keeper is 3 yrs older . if the ages ofthese 2 are excluded , the average age of theremaining players is 1 year less than the average age of the whole team . what is the average age of the team ?",21,"a ) 21 , b ) 22 , c ) 23 , d ) 25 , e ) 28",a
what is the least number . which should be added to 0.0320 to make it a perfect square ?,0.0004,"a ) 0.0005 , b ) 0.0004 , c ) 0.0006 , d ) 0.0002 , e ) 0.0001",b
"a 21 cm long wire is to be cut into two pieces so that one piece will be 2 / 5 th of the other , how many centimeters will the shorter piece be ?",6,"a ) 12 , b ) 6 , c ) 88 , d ) 77 , e ) 14",b
"a , b and c have rs . 500 between them , a and c together have rs . 200 and b and c rs . 340 . how much does c have ?",40,"a ) 50 , b ) 40 , c ) 267 , d ) 29 , e ) 27",b
light glows for every 15 seconds . how many times did it between 1 : 57 : 58 and 3 : 20 : 47 am,332,"a ) 381 , b ) 332 , c ) 383 , d ) 334 , e ) 385",b
"the average age of 29 students in a group is 15 years . when teacher ' s age is included to it , the average increases by one . what is the teacher ' s age in years ?",29,"a ) 31 , b ) 36 , c ) 29 , d ) 53 , e ) 57",c
